VendaID,DataVenda,ProdutoID,ClienteID,Região,Canal,Quantidade,Receita
V1617,2024-10-05,P033,C198,Pará,Loja Física,1,1659.85
V1618,2023-02-14,P036,C209,Amazonas,Loja Física,1,2096.72
V1619,2023-11-07,P015,C468,Acre,Loja Física,9,4821.03
V1620,2023-04-06,P044,C052,Alagoas,Online,5,2884.4
V1621,2024-05-20,P029,C043,Espírito Santo,Online,3,1929.2
V1622,2023-07-18,P011,C401,Alagoas,Loja Física,9,2313.54
V1623,2024-10-29,P001,C417,Rio Grande do Norte,Loja Física,3,102.66
V1624,2022-12-20,P060,C472,Sergipe,Loja Física,10,1329.36
V1625,2023-01-02,P044,C195,Paraíba,Online,10,4219.35
V1626,2023-08-06,P019,C024,Roraima,Online,5,539.6
V1627,2024-08-07,P045,C063,Santa Catarina,Online,9,4994.22
V1628,2023-01-10,P057,C222,Tocantins,Loja Física,6,3212.33
V1629,2023-07-13,P049,C363,Rio Grande do Norte,Loja Física,4,3345.16
V1630,2023-09-02,P021,C175,Tocantins,Loja Física,10,1709.44
V1631,2023-09-15,P059,C355,Rondônia,Online,10,2434.99
V1632,2023-10-28,P058,C005,Minas Gerais,Online,7,2823.37
V1633,2023-03-21,P045,C361,Sergipe,Loja Física,9,497.63
V1634,2023-06-05,P057,C333,Espírito Santo,Online,9,251.64
V1635,2024-01-14,P054,C418,Minas Gerais,Loja Física,2,1829.67
V1636,2023-10-14,P053,C193,Santa Catarina,Loja Física,7,968.21
V1637,2024-02-10,P050,C416,Rio de Janeiro,Online,2,2367.19
V1638,2024-05-10,P060,C099,Rio Grande do Norte,Online,4,3741.41
V1639,2024-08-04,P049,C144,Minas Gerais,Loja Física,4,540.84
V1640,2023-04-16,P040,C321,Ceará,Online,4,4902.58
V1641,2023-04-09,P024,C019,Bahia,Loja Física,10,1124.52
V1642,2023-04-12,P013,C421,Espírito Santo,Loja Física,2,4362.59
V1643,2023-01-28,P037,C257,Sergipe,Online,9,1049.47
V1644,2024-03-15,P048,C290,Minas Gerais,Online,2,2982.01
V1645,2024-10-04,P048,C034,Rondônia,Loja Física,10,4291.85
V1646,2023-09-21,P057,C268,São Paulo,Loja Física,4,4253.57
V1647,2024-03-23,P002,C497,Rio de Janeiro,Loja Física,9,4427.2
V1648,2024-05-11,P001,C481,Piauí,Online,6,2219.49
V1649,2023-06-03,P027,C141,Pará,Loja Física,8,1871.21
V1650,2023-12-19,P049,C023,São Paulo,Online,1,1461.87
V1651,2024-11-06,P027,C273,Rio Grande do Norte,Loja Física,1,2020.11
V1652,2024-02-23,P022,C042,Mato Grosso,Online,4,4892.67
V1653,2023-03-19,P028,C491,Amazonas,Online,4,905.96
V1654,2023-05-27,P020,C033,Espírito Santo,Online,1,2451.84
V1655,2023-11-21,P052,C013,Mato Grosso,Loja Física,5,1311.05
V1656,2024-04-06,P031,C123,Maranhão,Online,6,2646.41
V1657,2023-06-13,P016,C484,Amazonas,Loja Física,2,3164.21
V1658,2023-11-19,P038,C064,Amazonas,Online,1,1949.24
V1659,2023-06-14,P057,C435,Rio de Janeiro,Online,3,403.81
V1660,2024-04-28,P052,C227,Amapá,Loja Física,10,3168.31
V1661,2022-12-05,P005,C053,Minas Gerais,Online,9,355.8
V1662,2024-10-26,P055,C196,Pernambuco,Online,10,3784.62
V1663,2024-08-13,P015,C443,Mato Grosso do Sul,Online,8,1981.21
V1664,2023-11-24,P051,C220,Mato Grosso do Sul,Online,6,3289.51
V1665,2024-10-27,P044,C401,Acre,Loja Física,9,1708.15
V1666,2023-07-09,P013,C056,Pará,Online,10,3595.17
V1667,2024-05-07,P038,C405,Santa Catarina,Online,10,717.31
V1668,2024-01-26,P033,C132,Paraíba,Loja Física,8,3650.65
V1669,2023-03-30,P029,C096,Alagoas,Online,1,396.41
V1670,2023-01-24,P020,C300,Piauí,Loja Física,5,2959.96
V1671,2023-11-06,P035,C398,Rondônia,Online,8,1612.5
V1672,2023-08-23,P022,C150,Paraíba,Online,9,2973.56
V1673,2024-02-27,P044,C075,Amapá,Online,9,4114.0
V1674,2023-07-18,P036,C440,Amapá,Loja Física,6,1057.49
V1675,2024-04-07,P013,C328,Tocantins,Online,6,1027.84
V1676,2023-10-23,P031,C356,Rio de Janeiro,Loja Física,10,3492.83
V1677,2024-05-17,P055,C297,Mato Grosso,Loja Física,10,1568.19
V1678,2023-06-10,P022,C084,Pará,Loja Física,1,2530.06
V1679,2023-11-17,P059,C002,Espírito Santo,Online,4,2386.03
V1680,2024-09-14,P014,C123,Sergipe,Loja Física,7,1106.05
V1681,2023-07-20,P012,C423,Acre,Loja Física,1,461.28
V1682,2023-05-01,P002,C285,Pará,Online,5,2258.0
V1683,2023-09-22,P041,C300,Paraná,Loja Física,1,4879.02
V1684,2024-09-20,P013,C102,Ceará,Online,4,4438.37
V1685,2023-12-08,P047,C090,Maranhão,Online,3,1060.34
V1686,2023-02-18,P012,C432,Bahia,Online,1,4174.08
V1687,2023-05-31,P009,C195,Espírito Santo,Online,6,4686.96
V1688,2023-09-20,P020,C234,Alagoas,Loja Física,6,3338.45
V1689,2024-02-15,P034,C410,Mato Grosso do Sul,Loja Física,2,680.62
V1690,2023-09-02,P057,C474,Rondônia,Online,4,2709.52
V1691,2024-02-17,P045,C192,Maranhão,Loja Física,4,4612.97
V1692,2023-07-15,P049,C316,Mato Grosso,Online,9,1541.5
V1693,2024-05-24,P010,C168,Alagoas,Online,5,4376.97
V1694,2023-07-15,P055,C261,Mato Grosso,Loja Física,4,3663.76
V1695,2022-12-15,P051,C241,Rio Grande do Sul,Online,3,2592.21
V1696,2024-09-02,P049,C452,Espírito Santo,Loja Física,8,2642.57
V1697,2024-04-22,P012,C165,Rio de Janeiro,Loja Física,9,3503.1
V1698,2023-10-01,P046,C490,Sergipe,Loja Física,5,2947.81
V1699,2023-06-29,P041,C472,Rio Grande do Sul,Online,4,1175.68
V1700,2022-12-04,P013,C232,Alagoas,Loja Física,4,1599.4
V1701,2024-02-10,P057,C194,Mato Grosso,Online,6,1347.19
V1702,2024-09-29,P006,C069,Paraná,Online,5,2278.08
V1703,2024-05-13,P023,C118,Mato Grosso,Online,8,2610.08
V1704,2024-07-24,P022,C219,Rio Grande do Norte,Loja Física,7,2103.87
V1705,2024-06-28,P052,C255,Maranhão,Loja Física,7,221.12
V1706,2023-01-05,P029,C120,Bahia,Online,6,4517.23
V1707,2024-11-04,P019,C432,Distrito Federal,Online,5,4640.37
V1708,2024-03-13,P007,C061,Amazonas,Loja Física,1,2775.53
V1709,2024-06-28,P022,C101,Minas Gerais,Loja Física,5,1583.31
V1710,2023-12-18,P053,C394,Minas Gerais,Loja Física,4,3557.65
V1711,2024-09-04,P009,C438,Paraná,Loja Física,1,3873.37
V1712,2024-10-30,P019,C422,Paraíba,Loja Física,7,4127.12
V1713,2024-10-29,P049,C336,Acre,Loja Física,9,4947.45
V1714,2023-07-08,P010,C444,Pernambuco,Online,4,3644.35
V1715,2024-07-22,P014,C243,Alagoas,Loja Física,8,1769.23
V1716,2024-08-09,P006,C161,Tocantins,Loja Física,7,1126.97
V1717,2023-05-25,P029,C437,Goiás,Online,6,780.86
V1718,2024-03-13,P056,C066,Ceará,Online,8,4070.97
V1719,2024-08-11,P054,C182,Maranhão,Online,7,2186.02
V1720,2023-08-28,P049,C207,Paraná,Loja Física,6,2976.08
V1721,2023-05-17,P037,C403,Amapá,Online,3,4888.49
V1722,2024-04-05,P022,C291,Espírito Santo,Loja Física,7,1100.6
V1723,2023-04-24,P026,C033,Goiás,Loja Física,4,2426.41
V1724,2024-03-24,P022,C292,Rio Grande do Norte,Loja Física,2,939.98
V1725,2023-06-10,P044,C284,Roraima,Online,10,2494.21
V1726,2024-05-07,P012,C102,Amazonas,Loja Física,5,1108.87
V1727,2024-07-06,P019,C338,Distrito Federal,Online,8,381.52
V1728,2024-06-09,P034,C006,Roraima,Loja Física,7,2016.42
V1729,2024-07-16,P008,C067,Goiás,Loja Física,8,3741.4
V1730,2024-04-23,P025,C490,Tocantins,Online,4,1617.81
V1731,2024-05-09,P053,C364,Minas Gerais,Loja Física,3,3058.18
V1732,2024-09-09,P020,C301,Tocantins,Loja Física,5,1088.34
V1733,2023-03-14,P010,C229,Amazonas,Loja Física,10,4057.07
V1734,2024-03-29,P034,C169,Mato Grosso,Loja Física,8,2367.21
V1735,2023-02-11,P003,C378,Amazonas,Loja Física,8,1799.23
V1736,2024-10-29,P054,C365,Rio Grande do Sul,Loja Física,7,3103.83
V1737,2024-03-29,P052,C436,Roraima,Loja Física,4,979.93
V1738,2024-04-13,P040,C376,Piauí,Loja Física,7,4563.08
V1739,2022-12-28,P012,C358,Mato Grosso,Online,7,3523.36
V1740,2023-07-25,P003,C123,Roraima,Loja Física,9,1530.26
V1741,2024-08-01,P059,C035,Rio de Janeiro,Online,8,2115.26
V1742,2023-11-05,P049,C284,Pará,Loja Física,2,3801.44
V1743,2022-12-23,P033,C393,Paraná,Loja Física,7,2309.59
V1744,2024-02-21,P017,C107,Distrito Federal,Online,8,230.92
V1745,2023-09-07,P041,C356,Minas Gerais,Loja Física,7,1783.92
V1746,2024-06-18,P026,C439,Tocantins,Loja Física,1,152.61
V1747,2023-03-10,P008,C364,Rondônia,Loja Física,8,2475.32
V1748,2023-02-06,P005,C043,Goiás,Online,8,787.25
V1749,2024-11-03,P053,C143,Santa Catarina,Online,3,4208.63
V1750,2023-07-15,P039,C052,Roraima,Loja Física,2,2719.8
V1751,2023-08-08,P026,C087,Amazonas,Online,5,852.13
V1752,2024-06-30,P023,C092,Tocantins,Online,9,1159.22
V1753,2023-10-16,P045,C025,Santa Catarina,Online,7,3482.7
V1754,2023-04-13,P029,C027,Mato Grosso do Sul,Online,1,3884.81
V1755,2023-05-02,P050,C104,Alagoas,Loja Física,4,1079.93
V1756,2023-03-10,P002,C216,Acre,Online,6,4120.58
V1757,2024-07-30,P044,C343,Amazonas,Online,2,4004.93
V1758,2024-01-20,P054,C341,Roraima,Online,1,2136.83
V1759,2024-10-08,P007,C418,Maranhão,Loja Física,9,3171.25
V1760,2023-09-08,P040,C107,Goiás,Loja Física,7,691.94
V1761,2024-01-14,P014,C055,Paraíba,Loja Física,3,173.47
V1762,2023-12-22,P042,C162,Acre,Loja Física,4,2348.0
V1763,2024-11-06,P005,C337,Santa Catarina,Loja Física,10,1908.0
V1764,2023-06-27,P005,C454,Tocantins,Loja Física,5,3860.97
V1765,2024-09-03,P032,C053,Rio de Janeiro,Online,5,4799.27
V1766,2023-04-04,P039,C167,Espírito Santo,Loja Física,3,1727.03
V1767,2023-06-15,P041,C390,Rio de Janeiro,Loja Física,8,430.82
V1768,2024-11-06,P002,C312,Mato Grosso,Loja Física,7,2604.03
V1769,2024-08-29,P048,C120,Distrito Federal,Online,4,203.95
V1770,2023-12-07,P049,C460,Pará,Loja Física,4,3715.78
V1771,2024-08-15,P049,C125,Mato Grosso do Sul,Online,1,774.02
V1772,2023-07-15,P032,C152,Tocantins,Online,7,1101.49
V1773,2024-06-29,P003,C122,São Paulo,Loja Física,6,757.91
V1774,2024-10-04,P021,C330,Rio Grande do Sul,Online,9,3979.72
V1775,2023-08-18,P027,C332,Santa Catarina,Loja Física,1,1222.15
V1776,2024-08-13,P047,C170,Maranhão,Online,4,2742.63
V1777,2023-02-25,P059,C470,Minas Gerais,Online,4,3079.51
V1778,2023-11-26,P025,C267,Maranhão,Online,8,3185.93
V1779,2023-01-25,P005,C446,Sergipe,Online,4,355.32
V1780,2023-03-17,P010,C481,Tocantins,Online,2,951.01
V1781,2024-07-05,P036,C426,Rio Grande do Sul,Online,4,2586.38
V1782,2023-05-22,P028,C372,Rio Grande do Norte,Loja Física,3,3636.2
V1783,2024-09-26,P016,C218,Roraima,Online,5,1498.23
V1784,2024-05-06,P029,C496,Espírito Santo,Online,5,4325.89
V1785,2024-06-12,P031,C041,Paraíba,Loja Física,7,922.05
V1786,2024-05-04,P029,C217,Distrito Federal,Loja Física,3,4116.06
V1787,2023-10-02,P051,C247,Acre,Loja Física,7,4284.81
V1788,2024-09-14,P049,C465,Ceará,Online,9,3660.58
V1789,2024-08-13,P017,C195,Rio Grande do Norte,Loja Física,8,1487.81
V1790,2024-02-03,P036,C311,Sergipe,Online,6,769.62
V1791,2023-09-08,P031,C101,Rondônia,Online,1,162.89
V1792,2023-02-06,P033,C374,São Paulo,Loja Física,8,2082.32
V1793,2024-08-03,P027,C482,Pernambuco,Loja Física,7,2498.8
V1794,2023-09-30,P042,C302,Amazonas,Loja Física,1,4963.12
V1795,2022-12-08,P008,C198,Mato Grosso,Online,4,3838.46
V1796,2023-06-21,P017,C395,Paraná,Loja Física,9,3574.73
V1797,2024-01-18,P041,C353,Paraíba,Online,7,4639.94
V1798,2023-03-03,P048,C127,Alagoas,Loja Física,1,4615.2
V1799,2023-11-16,P024,C324,Rio de Janeiro,Online,3,1380.52
V1800,2023-09-10,P030,C484,Minas Gerais,Online,5,1312.33
V1801,2024-05-03,P038,C488,Minas Gerais,Online,1,671.98
V1802,2024-07-01,P006,C330,Rio de Janeiro,Loja Física,7,3559.74
V1803,2024-05-03,P058,C042,Distrito Federal,Online,7,912.54
V1804,2023-06-19,P028,C130,Rio de Janeiro,Loja Física,9,4841.65
V1805,2024-02-25,P043,C454,Pernambuco,Loja Física,7,3787.07
V1806,2023-09-19,P060,C373,Amazonas,Online,10,3905.79
V1807,2024-08-27,P023,C417,Rondônia,Loja Física,4,4657.08
V1808,2024-04-06,P026,C358,Ceará,Online,3,4100.31
V1809,2024-11-27,P001,C050,Amazonas,Loja Física,9,2142.53
V1810,2023-09-12,P019,C376,Piauí,Online,3,1935.79
V1811,2023-02-20,P046,C069,Tocantins,Loja Física,3,2562.81
V1812,2024-05-05,P008,C231,Mato Grosso,Online,3,1084.61
V1813,2023-05-28,P048,C094,Rio Grande do Sul,Online,5,4916.44
V1814,2023-11-29,P056,C210,Rio Grande do Norte,Online,3,491.07
V1815,2022-12-17,P006,C194,Pará,Loja Física,2,1776.54
V1816,2024-03-23,P038,C121,Sergipe,Loja Física,2,146.58
V1817,2024-10-14,P018,C385,Acre,Online,2,1134.23
V1818,2024-02-07,P051,C004,Pernambuco,Loja Física,8,2418.84
V1819,2023-08-09,P022,C310,Piauí,Loja Física,6,3441.11
V1820,2024-11-07,P022,C162,Santa Catarina,Online,6,3358.88
V1821,2024-03-15,P025,C313,Amapá,Loja Física,6,4050.72
V1822,2023-05-18,P001,C234,Rio de Janeiro,Loja Física,3,225.83
V1823,2024-04-14,P008,C445,Distrito Federal,Loja Física,4,1905.31
V1824,2023-01-16,P040,C352,Minas Gerais,Loja Física,9,2124.32
V1825,2024-04-04,P013,C002,Espírito Santo,Loja Física,1,3205.51
V1826,2024-08-28,P056,C024,Rio Grande do Sul,Loja Física,8,1244.44
V1827,2023-11-23,P032,C205,São Paulo,Online,6,2196.79
V1828,2024-11-03,P060,C483,Sergipe,Online,7,1539.93
V1829,2024-05-25,P013,C365,Rondônia,Online,3,2539.83
V1830,2023-07-20,P006,C155,Santa Catarina,Loja Física,3,4492.4
V1831,2024-04-15,P008,C247,Minas Gerais,Online,4,1137.04
V1832,2023-10-11,P049,C484,Minas Gerais,Online,2,2230.98
V1833,2023-02-26,P046,C015,Roraima,Loja Física,7,3854.91
V1834,2023-03-16,P015,C369,Bahia,Loja Física,2,3360.83
V1835,2023-01-02,P060,C274,Espírito Santo,Loja Física,2,3998.15
V1836,2022-12-26,P022,C447,Alagoas,Online,6,1947.35
V1837,2023-07-22,P046,C381,São Paulo,Loja Física,9,4834.62
V1838,2023-12-15,P028,C414,Alagoas,Online,5,666.88
V1839,2023-02-26,P006,C058,Amazonas,Loja Física,10,4692.33
V1840,2023-02-11,P048,C483,Pará,Loja Física,3,4281.32
V1841,2023-05-29,P025,C296,São Paulo,Online,5,403.24
V1842,2024-10-17,P035,C098,Pernambuco,Loja Física,6,3879.28
V1843,2024-01-19,P052,C348,Rio Grande do Sul,Online,9,3352.34
V1844,2023-03-13,P038,C114,Pará,Loja Física,1,2737.64
V1845,2023-09-25,P030,C162,Rondônia,Loja Física,4,2549.18
V1846,2023-11-15,P030,C076,Mato Grosso do Sul,Loja Física,3,3760.59
V1847,2023-09-12,P055,C411,Santa Catarina,Online,10,1668.68
V1848,2024-05-01,P033,C353,Pará,Loja Física,10,2443.59
V1849,2024-06-27,P054,C111,Sergipe,Loja Física,7,388.18
V1850,2024-05-21,P052,C171,Rondônia,Online,4,3532.0
V1851,2024-01-21,P004,C473,Paraná,Online,8,3664.24
V1852,2023-10-19,P020,C418,Minas Gerais,Online,1,2784.92
V1853,2024-02-27,P022,C217,Minas Gerais,Loja Física,6,3812.8
V1854,2024-06-26,P026,C037,Distrito Federal,Loja Física,5,3512.24
